regno,acadyear,semester,studyyear,progid,item_code,item,amount,session,regstatus,status
MRU2023001377,2023/2024,1,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2023001377,2023/2024,1,1,BED(P),52,Functional,184000,INSERVICE,UNREGISTERED,PLANNED
MRU2023001377,2023/2024,2,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2023001377,2023/2024,2,1,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2023001382,2023/2024,1,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2023001382,2023/2024,1,1,BED(P),52,Functional,184000,INSERVICE,UNREGISTERED,PLANNED
MRU2023001384,2023/2024,2,1,BAED,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2023001384,2023/2024,2,1,BAED,52,Functional,677000,DAY,REGISTERED,PLANNED
MRU2023001385,2023/2024,1,1,BVS,1,Tuition,730000,DAY,UNREGISTERED,PLANNED
MRU2023001385,2023/2024,1,1,BVS,52,Functional,985250,DAY,UNREGISTERED,PLANNED
MRU2023001385,2024/2025,2,2,BVS,1,Tuition,730000,DAY,REGISTERED,PLANNED
MRU2023001385,2024/2025,2,2,BVS,52,Functional,1071250,DAY,REGISTERED,PLANNED
MRU2023001388,2024/2025,2,2,BSAF,1,Tuition,630000,WEEKEND,CLEARED,PLANNED
MRU2023001388,2024/2025,2,2,BSAF,52,Functional,653000,WEEKEND,CLEARED,PLANNED
MRU2023001390,2024/2025,2,3,BCE,1,Tuition,1455000,DAY,UNREGISTERED,PLANNED
MRU2023001390,2024/2025,2,3,BCE,52,Functional,1488000,DAY,UNREGISTERED,PLANNED
MRU2023001394,2023/2024,2,1,BTHM,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023001394,2023/2024,2,1,BTHM,52,Functional,943700,DAY,UNREGISTERED,PLANNED
MRU2023001395,2023/2024,2,1,BECD,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023001395,2023/2024,2,1,BECD,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023001398,2023/2024,2,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023001398,2023/2024,2,1,BEICT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023001401,2024/2025,2,2,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023001401,2024/2025,2,2,SWSA,52,Functional,853000,DAY,UNREGISTERED,PLANNED
MRU2023001402,2023/2024,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023001402,2023/2024,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023001403,2023/2024,1,2,BSAF,52,Functional,687000,WEEKEND,UNREGISTERED,PLANNED
MRU2023001404,2023/2024,2,1,BEICT,1,Tuition,680000,DAY,REGISTERED,PLANNED
MRU2023001404,2023/2024,2,1,BEICT,52,Functional,677000,DAY,REGISTERED,PLANNED
MRU2023001406,2023/2024,2,1,BBA,1,Tuition,630000,WEEKEND,UNREGISTERED,PLANNED
MRU2023001406,2023/2024,2,1,BBA,52,Functional,677000,WEEKEND,UNREGISTERED,PLANNED
MRU2023001411,2023/2024,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023001411,2023/2024,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023001421,2023/2024,1,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023001421,2023/2024,1,1,BEICT,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023001421,2023/2024,2,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023001421,2023/2024,2,1,BEICT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023001422,2023/2024,1,2,BIFA,1,Tuition,730000,DAY,UNREGISTERED,PLANNED
MRU2023001422,2023/2024,1,2,BIFA,52,Functional,905250,DAY,UNREGISTERED,PLANNED
MRU2023001428,2023/2024,2,1,BMC,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023001428,2023/2024,2,1,BMC,52,Functional,797000,DAY,UNREGISTERED,PLANNED
MRU2023001432,2023/2024,2,2,BCE,1,Tuition,1455000,WEEKEND,UNREGISTERED,PLANNED
MRU2023001432,2023/2024,2,2,BCE,52,Functional,1488000,WEEKEND,UNREGISTERED,PLANNED
MRU2023001435,2023/2024,2,1,BBA,1,Tuition,630000,WEEKEND,UNREGISTERED,PLANNED
MRU2023001435,2023/2024,2,1,BBA,52,Functional,677000,WEEKEND,UNREGISTERED,PLANNED
MRU2023001438,2023/2024,1,1,BVS,1,Tuition,730000,DAY,UNREGISTERED,PLANNED
MRU2023001438,2023/2024,1,1,BVS,52,Functional,985250,DAY,UNREGISTERED,PLANNED
MRU2023001438,2023/2024,2,1,BVS,1,Tuition,730000,DAY,UNREGISTERED,PLANNED
MRU2023001438,2023/2024,2,1,BVS,52,Functional,895250,DAY,UNREGISTERED,PLANNED
MRU2023001441,2023/2024,2,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023001441,2023/2024,2,1,BEICT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023001442,2024/2025,2,2,DIT,1,Tuition,430000,DAY,UNREGISTERED,PLANNED
MRU2023001442,2024/2025,2,2,DIT,52,Functional,933000,DAY,UNREGISTERED,PLANNED
MRU2023001444,2023/2024,1,1,DAF,1,Tuition,430000,DAY,REGISTERED,PLANNED
MRU2023001444,2023/2024,1,1,DAF,52,Functional,767000,DAY,REGISTERED,PLANNED
MRU2023001444,2024/2025,2,2,DAF,1,Tuition,430000,DAY,UNREGISTERED,PLANNED
MRU2023001444,2024/2025,2,2,DAF,52,Functional,733000,DAY,UNREGISTERED,PLANNED
MRU2023001446,2023/2024,1,1,DEE,1,Tuition,530000,DAY,UNREGISTERED,PLANNED
MRU2023001446,2023/2024,1,1,DEE,52,Functional,1058500,DAY,UNREGISTERED,PLANNED
MRU2023001448,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023001448,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023001448,2023/2024,2,1,BAED,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2023001448,2023/2024,2,1,BAED,52,Functional,677000,DAY,REGISTERED,PLANNED
MRU2023001453,2023/2024,2,1,BSAF,1,Tuition,630000,WEEKEND,REGISTERED,PLANNED
MRU2023001453,2023/2024,2,1,BSAF,52,Functional,677000,WEEKEND,REGISTERED,PLANNED
MRU2023001455,2025/2026,2,3,BBA,1,Tuition,630000,WEEKEND,CLEARED,PLANNED
MRU2023001455,2025/2026,2,3,BBA,52,Functional,933000,WEEKEND,CLEARED,PLANNED
MRU2023001459,2023/2024,1,1,BBA,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2023001459,2023/2024,1,1,BBA,52,Functional,767000,DAY,REGISTERED,PLANNED
MRU2023001463,2023/2024,2,1,DIT,1,Tuition,430000,DAY,UNREGISTERED,PLANNED
MRU2023001463,2023/2024,2,1,DIT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023001463,2024/2025,1,2,DIT,1,Tuition,430000,DAY,UNREGISTERED,PLANNED
MRU2023001463,2024/2025,1,2,DIT,52,Functional,837000,DAY,UNREGISTERED,PLANNED
MRU2023001464,2023/2024,1,3,BCE,52,Functional,1298000,WEEKEND,REGISTERED,PLANNED
MRU2023001465,2023/2024,2,1,SWSA,1,Tuition,630000,WEEKEND,UNREGISTERED,PLANNED
MRU2023001465,2023/2024,2,1,SWSA,52,Functional,877000,WEEKEND,UNREGISTERED,PLANNED
MRU2023001466,2023/2024,1,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023001466,2023/2024,1,1,BSAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023001466,2023/2024,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023001466,2023/2024,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023001468,2023/2024,1,2,BEE,1,Tuition,1455000,WEEKEND,UNREGISTERED,PLANNED
MRU2023001468,2023/2024,1,2,BEE,52,Functional,1322000,WEEKEND,UNREGISTERED,PLANNED
MRU2023001483,2023/2024,2,1,DIT,1,Tuition,430000,WEEKEND,CLEARED,PLANNED
MRU2023001483,2023/2024,2,1,DIT,52,Functional,677000,WEEKEND,CLEARED,PLANNED
MRU2023001486,2023/2024,1,1,DPE,1,Tuition,230000,INSERVICE,REGISTERED,PLANNED
MRU2023001486,2023/2024,1,1,DPE,52,Functional,184000,INSERVICE,REGISTERED,PLANNED
MRU2024000005,2023/2024,2,1,BED(P),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024000005,2023/2024,2,1,BED(P),52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024000006,2023/2024,2,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000006,2023/2024,2,1,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000007,2023/2024,2,1,BED(P),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024000007,2023/2024,2,1,BED(P),52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024000009,2023/2024,2,1,BED(P),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024000009,2023/2024,2,1,BED(P),52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024000012,2024/2025,3,1,DPE,1,Tuition,230000,INSERVICE,REGISTERED,PLANNED
MRU2024000012,2024/2025,3,1,DPE,52,Functional,264000,INSERVICE,REGISTERED,PLANNED
MRU2024000012,2025/2026,2,2,DPE,1,Tuition,230000,INSERVICE,REGISTERED,PLANNED
MRU2024000012,2025/2026,2,2,DPE,52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024000013,2023/2024,2,1,DPE,1,Tuition,230000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000013,2023/2024,2,1,DPE,52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000013,2024/2025,2,2,DPE,1,Tuition,230000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000013,2024/2025,2,2,DPE,52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000013,2024/2025,3,2,DPE,1,Tuition,230000,INSERVICE,REGISTERED,PLANNED
MRU2024000013,2024/2025,3,2,DPE,52,Functional,344000,INSERVICE,REGISTERED,PLANNED
MRU2024000014,2023/2024,2,1,BED(P),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024000014,2023/2024,2,1,BED(P),52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024000015,2025/2026,2,2,DPE,1,Tuition,230000,INSERVICE,REGISTERED,PLANNED
MRU2024000015,2025/2026,2,2,DPE,52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024000017,2024/2025,3,1,DPE,1,Tuition,230000,INSERVICE,REGISTERED,PLANNED
MRU2024000017,2024/2025,3,1,DPE,52,Functional,264000,INSERVICE,REGISTERED,PLANNED
MRU2024000017,2025/2026,2,2,DPE,1,Tuition,230000,INSERVICE,REGISTERED,PLANNED
MRU2024000017,2025/2026,2,2,DPE,52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024000023,2023/2024,1,1,DPE,1,Tuition,230000,INSERVICE,REGISTERED,PLANNED
MRU2024000023,2023/2024,1,1,DPE,52,Functional,184000,INSERVICE,REGISTERED,PLANNED
MRU2024000023,2024/2025,3,2,DPE,1,Tuition,230000,INSERVICE,REGISTERED,PLANNED
MRU2024000023,2024/2025,3,2,DPE,52,Functional,344000,INSERVICE,REGISTERED,PLANNED
MRU2024000024,2023/2024,2,1,BED(S),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024000024,2023/2024,2,1,BED(S),52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024000029,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000029,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000033,2024/2025,3,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000033,2024/2025,3,1,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000048,2024/2025,1,2,BMC,1,Tuition,780000,DAY,CLEARED,PLANNED
MRU2024000048,2024/2025,1,2,BMC,52,Functional,807000,DAY,CLEARED,PLANNED
MRU2024000128,2024/2025,2,1,MBA,1,Tuition,1563500,WEEKEND,UNREGISTERED,PLANNED
MRU2024000128,2024/2025,2,1,MBA,52,Functional,834500,WEEKEND,UNREGISTERED,PLANNED
MRU2024000192,2023/2024,1,1,BMC,1,Tuition,780000,DAY,REGISTERED,PLANNED
MRU2024000192,2023/2024,1,1,BMC,52,Functional,887000,DAY,REGISTERED,PLANNED
MRU2024000200,2023/2024,2,2,BPLM,1,Tuition,630000,WEEKEND,UNREGISTERED,PLANNED
MRU2024000200,2023/2024,2,2,BPLM,52,Functional,653000,WEEKEND,UNREGISTERED,PLANNED
MRU2024000207,2024/2025,1,1,BSAF,1,Tuition,630000,WEEKEND,REGISTERED,PLANNED
MRU2024000207,2024/2025,1,1,BSAF,52,Functional,767000,WEEKEND,REGISTERED,PLANNED
MRU2024000207,2025/2026,1,2,BSAF,1,Tuition,630000,WEEKEND,REGISTERED,PLANNED
MRU2024000207,2025/2026,1,2,BSAF,52,Functional,687000,WEEKEND,REGISTERED,PLANNED
MRU2024000232,2024/2025,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2024000232,2024/2025,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2024000256,2024/2025,1,3,BEE,1,Tuition,1455000,WEEKEND,REGISTERED,PLANNED
MRU2024000256,2024/2025,1,3,BEE,52,Functional,1298000,WEEKEND,REGISTERED,PLANNED
MRU2024000257,2023/2024,1,2,BBA,1,Tuition,630000,WEEKEND,REGISTERED,PLANNED
MRU2024000257,2023/2024,1,2,BBA,52,Functional,687000,WEEKEND,REGISTERED,PLANNED
MRU2024000257,2023/2024,2,2,BBA,1,Tuition,630000,WEEKEND,REGISTERED,PLANNED
MRU2024000291,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024000291,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024000291,2026/2027,3,3,BED(P),1,Tuition,280000,INSERVICE,CLEARED,PLANNED
MRU2024000291,2026/2027,3,3,BED(P),52,Functional,234000,INSERVICE,CLEARED,PLANNED
MRU2024000302,2024/2025,1,1,BED(P),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024000302,2024/2025,1,1,BED(P),52,Functional,184000,INSERVICE,REGISTERED,PLANNED
MRU2024000302,2024/2025,3,1,BED(P),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024000302,2024/2025,3,1,BED(P),52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024000302,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,CLEARED,PLANNED
MRU2024000302,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,CLEARED,PLANNED
MRU2024000315,2024/2025,1,1,SWSA,1,Tuition,630000,WEEKEND,CLEARED,PLANNED
MRU2024000315,2024/2025,1,1,SWSA,52,Functional,767000,WEEKEND,CLEARED,PLANNED
MRU2024000325,2024/2025,3,1,BED(S),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000325,2024/2025,3,1,BED(S),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000352,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,CLEARED,PLANNED
MRU2024000352,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,CLEARED,PLANNED
MRU2024000356,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024000356,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024000356,2026/2027,3,3,BED(P),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024000356,2026/2027,3,3,BED(P),52,Functional,234000,INSERVICE,REGISTERED,PLANNED
MRU2024000357,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024000357,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024000386,2023/2024,1,1,BSAF,1,Tuition,630000,WEEKEND,UNREGISTERED,PLANNED
MRU2024000386,2023/2024,1,1,BSAF,52,Functional,767000,WEEKEND,UNREGISTERED,PLANNED
MRU2024000388,2025/2026,1,2,DBA,1,Tuition,430000,DAY,CLEARED,PLANNED
MRU2024000388,2025/2026,1,2,DBA,52,Functional,687000,DAY,CLEARED,PLANNED
MRU2024000394,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,CLEARED,PLANNED
MRU2024000394,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,CLEARED,PLANNED
MRU2024000403,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024000403,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024000448,2023/2024,1,1,DBA,1,Tuition,430000,WEEKEND,UNREGISTERED,PLANNED
MRU2024000448,2023/2024,1,1,DBA,52,Functional,767000,WEEKEND,UNREGISTERED,PLANNED
MRU2024000454,2026/2027,1,3,BED(S),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000454,2026/2027,1,3,BED(S),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000553,2023/2024,1,2,BSAF,1,Tuition,630000,WEEKEND,REGISTERED,PLANNED
MRU2024000553,2023/2024,1,2,BSAF,52,Functional,687000,WEEKEND,REGISTERED,PLANNED
MRU2024000553,2023/2024,2,2,BSAF,1,Tuition,630000,WEEKEND,REGISTERED,PLANNED
MRU2024000553,2023/2024,2,2,BSAF,52,Functional,653000,WEEKEND,REGISTERED,PLANNED
MRU2024000647,2025/2026,1,2,BEICT,1,Tuition,680000,DAY,CLEARED,PLANNED
MRU2024000647,2025/2026,1,2,BEICT,52,Functional,687000,DAY,CLEARED,PLANNED
MRU2024000659,2024/2025,2,1,DEE,1,Tuition,530000,WEEKEND,UNREGISTERED,PLANNED
MRU2024000659,2024/2025,2,1,DEE,52,Functional,1168500,WEEKEND,UNREGISTERED,PLANNED
MRU2024000714,2024/2025,3,1,MEMA,1,Tuition,528000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000714,2024/2025,3,1,MEMA,52,Functional,289000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000724,2025/2026,1,2,BSAF,1,Tuition,630000,DAY,CLEARED,PLANNED
MRU2024000724,2025/2026,1,2,BSAF,52,Functional,687000,DAY,CLEARED,PLANNED
MRU2024000766,2024/2025,2,1,BIFA,1,Tuition,730000,DAY,UNREGISTERED,PLANNED
MRU2024000766,2024/2025,2,1,BIFA,52,Functional,895250,DAY,UNREGISTERED,PLANNED
MRU2024000846,2024/2025,2,1,BIT,1,Tuition,780000,DAY,REGISTERED,PLANNED
MRU2024000846,2024/2025,2,1,BIT,52,Functional,677000,DAY,REGISTERED,PLANNED
MRU2024000858,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000858,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000922,2024/2025,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2024000922,2024/2025,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2024000970,2024/2025,1,1,MEMA,1,Tuition,1585000,INSERVICE,UNREGISTERED,PLANNED
MRU2024000970,2024/2025,1,1,MEMA,52,Functional,914500,INSERVICE,UNREGISTERED,PLANNED
MRU2024001021,2024/2025,1,1,BSAF,1,Tuition,630000,WEEKEND,UNREGISTERED,PLANNED
MRU2024001021,2024/2025,1,1,BSAF,52,Functional,767000,WEEKEND,UNREGISTERED,PLANNED
MRU2024001037,2024/2025,1,1,decd,1,Tuition,430000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001037,2024/2025,1,1,decd,52,Functional,767000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001102,2025/2026,1,2,SWSA,1,Tuition,630000,DAY,CLEARED,PLANNED
MRU2024001102,2025/2026,1,2,SWSA,52,Functional,687000,DAY,CLEARED,PLANNED
MRU2024001145,2024/2025,2,1,BSAF,1,Tuition,630000,DAY,DEAD YEAR,PLANNED
MRU2024001145,2024/2025,2,1,BSAF,52,Functional,677000,DAY,DEAD YEAR,PLANNED
MRU2024001196,2024/2025,2,1,MBA,1,Tuition,1563500,WEEKEND,UNREGISTERED,PLANNED
MRU2024001196,2024/2025,2,1,MBA,52,Functional,834500,WEEKEND,UNREGISTERED,PLANNED
MRU2024001198,2024/2025,2,1,DEE,1,Tuition,530000,DAY,UNREGISTERED,PLANNED
MRU2024001198,2024/2025,2,1,DEE,52,Functional,1168500,DAY,UNREGISTERED,PLANNED
MRU2024001244,2024/2025,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2024001244,2024/2025,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2024001250,2024/2025,2,1,BAED,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2024001250,2024/2025,2,1,BAED,52,Functional,677000,DAY,REGISTERED,PLANNED
MRU2024001266,2025/2026,1,2,BBE,1,Tuition,630000,INSERVICE,REGISTERED,PLANNED
MRU2024001266,2025/2026,1,2,BBE,52,Functional,687000,INSERVICE,REGISTERED,PLANNED
MRU2024001266,2026/2027,2,3,BBE,1,Tuition,630000,INSERVICE,REGISTERED,PLANNED
MRU2024001266,2026/2027,2,3,BBE,52,Functional,933000,INSERVICE,REGISTERED,PLANNED
MRU2024001281,2024/2025,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2024001281,2024/2025,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2024001345,2024/2025,2,1,BHRM,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2024001345,2024/2025,2,1,BHRM,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2024001420,2024/2025,2,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2024001420,2024/2025,2,1,BBA,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2024001434,2024/2025,1,1,MHHS,1,Tuition,1563500,WEEKEND,UNREGISTERED,PLANNED
MRU2024001434,2024/2025,1,1,MHHS,52,Functional,914500,WEEKEND,UNREGISTERED,PLANNED
MRU2024001434,2024/2025,2,1,MHHS,1,Tuition,1563500,WEEKEND,UNREGISTERED,PLANNED
MRU2024001434,2024/2025,2,1,MHHS,52,Functional,834500,WEEKEND,UNREGISTERED,PLANNED
MRU2024001439,2024/2025,1,1,MEMA,1,Tuition,1585000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001439,2024/2025,1,1,MEMA,52,Functional,914500,INSERVICE,UNREGISTERED,PLANNED
MRU2024001457,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001457,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001468,2026/2027,1,3,BED(S),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001468,2026/2027,1,3,BED(S),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001527,2024/2025,1,1,MEMA,1,Tuition,1585000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001527,2024/2025,1,1,MEMA,52,Functional,914500,INSERVICE,UNREGISTERED,PLANNED
MRU2024001540,2025/2026,1,2,DPE,1,Tuition,230000,INSERVICE,CLEARED,PLANNED
MRU2024001540,2025/2026,1,2,DPE,52,Functional,154000,INSERVICE,CLEARED,PLANNED
MRU2024001554,2025/2026,1,2,DPE,1,Tuition,230000,INSERVICE,CLEARED,PLANNED
MRU2024001554,2025/2026,1,2,DPE,52,Functional,154000,INSERVICE,CLEARED,PLANNED
MRU2024001577,2026/2027,1,3,BED(S),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001577,2026/2027,1,3,BED(S),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001595,2024/2025,1,1,DIT,1,Tuition,430000,DAY,UNREGISTERED,PLANNED
MRU2024001595,2024/2025,1,1,DIT,52,Functional,917000,DAY,UNREGISTERED,PLANNED
MRU2024001595,2024/2025,2,1,DIT,1,Tuition,430000,DAY,UNREGISTERED,PLANNED
MRU2024001595,2024/2025,2,1,DIT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2024001608,2024/2025,2,1,DPE,1,Tuition,230000,INSERVICE,REGISTERED,PLANNED
MRU2024001608,2024/2025,2,1,DPE,52,Functional,154000,INSERVICE,REGISTERED,PLANNED
MRU2024001612,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001612,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001612,2026/2027,3,3,BED(P),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024001612,2026/2027,3,3,BED(P),52,Functional,234000,INSERVICE,REGISTERED,PLANNED
MRU2024001621,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001621,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001627,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001627,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001627,2026/2027,3,3,BED(P),1,Tuition,280000,INSERVICE,CLEARED,PLANNED
MRU2024001627,2026/2027,3,3,BED(P),52,Functional,234000,INSERVICE,CLEARED,PLANNED
MRU2024001629,2026/2027,1,3,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001629,2026/2027,1,3,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001629,2026/2027,3,3,BED(P),1,Tuition,280000,INSERVICE,REGISTERED,PLANNED
MRU2024001629,2026/2027,3,3,BED(P),52,Functional,234000,INSERVICE,REGISTERED,PLANNED
MRU2024001637,2026/2027,1,3,BED(S),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001637,2026/2027,1,3,BED(S),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001637,2026/2027,2,3,BED(S),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001637,2026/2027,2,3,BED(S),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001641,2022/2023,1,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001641,2022/2023,1,1,BED(P),52,Functional,184000,INSERVICE,UNREGISTERED,PLANNED
MRU2024001641,2022/2023,2,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
